Account_Number,Customer_Name,Amount_Financed,Product_Description,Currency,Value_Date,Maturity_Date,Interest_Rate,Principal_os_amount,Principal_Overdue_Amount,Interest_Overdue_Amount,Overdue_Days,Branch_Code,PRINCIPAL_INSTALLMENTS,CR_ACC
7466048334,Omondi,20078355,Corporate,KES,2022-12-28,2023-02-21,13.79,14621407.18,93470769.62,572470.66,195,OP12QR,2240071.87,268110004
3834981370,Odhiambo,60983064,Corporate,KES,2021-10-30,2023-08-10,11.86,80714267.17,118177574.5,8477105.47,159,KL90MN,2089503.03,268110001
6676762376,Odhiambo,89457350,Retail,KES,2023-01-09,2023-02-19,10.01,48098963.92,31345784.96,413598.06,23,MN78OP,160964.54,268110056
755368541,Kamau,56123752,Asset Finance,KES,2023-05-12,2023-09-04,10.12,37409249.56,40366335.8,2903463.95,132,AB78CD,2597825.5,268110056
1461353932,Kamau,62888812,Term Loan,KES,2022-01-20,2023-01-24,14.76,14553543.9,73567004.02,9337858.65,251,OP12QR,478381.15,268110003
5635691279,Omondi,100008199,Retail,KES,2023-02-16,2023-07-06,9.27,70054602.48,38589349.48,3919328.86,363,AB78CD,1328083.68,268110005
841600840,Odhiambo,113944532,Retail,KES,2022-07-01,2022-12-26,9.56,37649213.7,114484319.1,2474542.58,146,EF90GH,1627702.14,268110004
9309054231,Achieng,103901396,Corporate,KES,2021-12-15,2023-03-27,12.3,46899139.5,35059298.17,6163765.45,179,MN78OP,121374.46,268110005
5028732526,Njeri,58870659,Retail,KES,2022-06-06,2023-05-12,15.67,47529887.31,118117862.8,674163.54,147,WX56YZ,1878975.23,268110005
2222546978,Omondi,64914337,Term Loan,KES,2021-06-09,2023-05-09,10.16,62227855.84,35889644.16,7049954.38,310,EF34GH,2254229.15,268110002
9282770099,Kamau,51285344,Retail,KES,2023-05-21,2023-08-14,12.23,45777888.82,9950907.78,1184084.91,248,WX56YZ,1343779.67,268110056
253177668,Wanjiku,94807421,Retail,KES,2021-04-22,2023-01-26,13.2,66889799.78,27787470.92,5238456.46,28,WX56YZ,109864.95,268110000
5127534254,Wanjiku,115253621,Retail,KES,2022-04-22,2023-03-03,9.14,50747847.7,111034588.7,2785404.06,254,WX56YZ,2475544.75,268110004
1202136727,Mwangi,26347721,Retail,KES,2023-07-22,2023-07-28,11.28,10599013.41,56043913.21,5054048.21,93,WX56YZ,687130.64,268110004
600979605,Muthoni,67768500,Retail,KES,2021-06-12,2023-07-17,12.24,85950867.62,84351708.48,5243747.53,194,WX56YZ,1203123.55,268110004
9693825721,Odhiambo,91782138,Corporate,USD,2021-06-16,2023-04-29,12.18,2447957.07,114757555.1,5501223.26,158,CD56EF,1530859.48,268110001
685057628,Odhiambo,64608273,Retail,KES,2021-06-25,2023-03-30,9.13,19365623.37,87069682.51,3897477.72,144,EF34GH,3310407.67,268110056
9575341689,Achieng,104660411,Asset Finance,USD,2021-07-19,2023-02-20,14.97,85726152.69,28297139.44,3206801.93,157,EF90GH,1610144.81,268110001
7249777362,Mwangi,112880569,Term Loan,USD,2021-07-27,2023-02-24,9.86,88720310.16,55834084.17,9148273.35,140,OP12QR,599448.36,268110005
715816735,Auma,75532454,Asset Finance,KES,2021-08-02,2023-03-17,11.52,104487250.1,52859035.06,7063583.82,121,OP12QR,318788.56,268110004
729662737,Mwangi,82499843,Retail,KES,2021-02-19,2022-12-31,10.65,96592996.48,56368748.03,3534211.7,143,WX56YZ,490185.84,268110056
6736543152,Kamau,67546602,Asset Finance,KES,2023-05-08,2023-01-14,13.43,85535124.78,34137230.07,2284856.05,253,WX56YZ,2035357.65,268110003
8680185666,Omondi,15308861,Staff,KES,2022-07-08,2023-03-08,13.11,111571339.1,76741314.61,6659869.84,291,OP12QR,1367178.32,268110003
4640531809,Auma,115247905,Corporate,KES,2022-09-16,2023-03-12,10,35719437,30708647.16,5864666.1,305,CD56EF,281488.5,268110005
6193190235,Auma,78400246,Term Loan,KES,2023-03-04,2023-07-03,10,104394365.1,114079601.7,8625333.7,68,OP12QR,2178212.65,268110000
6592876218,Auma,77808671,Retail,KES,2022-08-01,2023-02-14,13.18,9837958.35,10688581.78,8485827.39,157,MN78OP,1719074.77,268110004
187532866,Wanjiku,21601524,Asset Finance,KES,2022-10-27,2023-04-06,15.38,71920955.35,15272312.15,4321115.5,209,EF34GH,486951.7,268110000
8902250289,Njeri,89364604,Corporate,KES,2021-08-19,2023-05-02,11.34,112919225.8,32609142.99,3814491.58,102,OP12QR,2492270.32,268110003
3138076580,Kamau,33174941,Retail,KES,2022-04-14,2022-12-13,10.51,24057845.94,5238436.26,2596706.02,209,CD56EF,695299.4,268110001
49783186,Muthoni,114837556,Retail,USD,2023-07-12,2023-07-01,14.55,33853720.45,28772560.52,4423296.51,75,MN78OP,1620717.75,268110005
5943271352,Auma,16851922,Term Loan,KES,2022-06-07,2023-03-13,12.91,107611706.5,27122379.62,8740261,168,CD56EF,3017263.45,268110056
4687927848,Njeri,81786146,Retail,KES,2021-08-10,2023-02-10,9.26,5075394.66,108522502,3941976.94,163,WX56YZ,2915691.08,268110001
8618790738,Kamau,81268316,Corporate,KES,2021-12-29,2023-05-08,11.81,97825524.13,90704014.35,628614.96,2,AB78CD,131755.11,268110002
4349948598,Muthoni,81197555,Asset Finance,KES,2021-09-08,2023-06-17,14.37,13416531.84,21588511.25,4531363.54,357,OP12QR,1946647.51,268110001
53844167,Kamau,112047437,Retail,KES,2022-07-17,2023-07-16,9.82,93768948.68,37498176.95,7265788.43,235,OP12QR,777391.22,268110056
9490625545,Achieng,19658406,Asset Finance,KES,2022-10-21,2023-02-10,13.11,105815052.8,47211118.33,9488132.19,281,CD56EF,2287497.71,268110001
3792000619,Njeri,52323553,Asset Finance,USD,2022-11-29,2023-08-18,12.76,83764135.96,19868496.14,6296601.35,182,CD56EF,2508012.16,268110000
6309825866,Omondi,21134886,Retail,KES,2022-01-20,2023-05-10,9.43,95946794.85,112457574.6,164901.21,280,EF90GH,1209253.67,268110000
8533858240,Muthoni,111883191,Retail,KES,2023-07-20,2023-08-13,15.79,55796845.03,92381317.77,2405477.12,199,OP12QR,2270648.98,268110056
58275423,Mwangi,11624895,Corporate,KES,2021-11-15,2023-06-13,14.62,85421101.73,116842238.1,8084457.63,176,CD56EF,745697.56,268110002
5863386078,Achieng,113164881,Asset Finance,KES,2021-11-09,2023-03-20,9.72,86813672.24,83843122.77,1882192.82,119,QR90ST,1284647.57,268110003
6662738497,Muthoni,80088131,Corporate,KES,2022-01-19,2023-05-13,10.89,62931529.96,44596738.15,5161756.43,265,OP12QR,2512870.35,268110004
473207215,Odhiambo,34293911,Corporate,KES,2021-05-20,2023-02-28,10.84,24655215.51,15088824.07,5778536.92,323,OP12QR,1132462.82,268110002
7164429699,Mwangi,7825786,Retail,KES,2021-10-07,2023-03-25,11.39,71811498.18,74811355.19,7323749.33,55,WX56YZ,1126385.45,268110056
7906921432,Ochieng,116422788,Retail,KES,2023-05-22,2023-05-24,12,40317742.55,25732493.32,8258217.18,106,OP12QR,1161161,268110002
7265033972,Muthoni,35465418,Retail,KES,2023-07-23,2023-06-13,12.83,102289270,1491865,6805786.83,345,MN78OP,2880094.92,268110056
1443369896,Omondi,98976163,Retail,KES,2023-07-12,2023-09-03,14.32,28509426.24,115349020.2,7495222.45,45,CD56EF,356922.44,268110005
4558132123,Kamau,10929406,Retail,KES,2022-01-12,2023-01-31,13.66,77268236.69,102132037.7,3959023.59,93,OP12QR,768692.29,268110056
6977058947,Njeri,104508956,Asset Finance,KES,2022-06-02,2023-03-28,15,103883461.3,65596964.46,9846019.13,1,OP12QR,1814939.07,268110056
9237498198,Mwangi,40394198,Corporate,USD,2021-05-23,2023-04-27,12.23,84152383.24,108567524.3,7860446.11,100,WX56YZ,394754.17,268110056
3806486730,Omondi,16815767,Retail,USD,2022-01-03,2023-07-03,11.45,10646409.24,24453581.53,4146163.61,248,MN78OP,855270.65,268110005
742328476,Auma,92244241,Asset Finance,KES,2022-06-27,2023-08-08,13.49,68279672.97,88498625.66,9589724.54,125,QR90ST,375262.59,268110000
1559358498,Mwangi,69866547,Corporate,KES,2022-07-03,2023-07-31,13.74,42160638.34,105961666.3,2931969.91,83,CD56EF,820917.01,268110003
8996258439,Wanjiku,58741488,Corporate,USD,2021-06-13,2023-01-28,13.74,101226950.9,45043025.4,1105577.23,24,AB78CD,1525363.18,268110002
6709798565,Ochieng,100862014,Corporate,KES,2021-09-12,2023-04-20,12.79,118064007.1,9213869.93,1116421.7,183,OP12QR,1053451.19,268110005
2068159622,Mwangi,4534355,Retail,KES,2023-03-21,2023-04-07,11.74,40682021.8,66880913.69,7518071.7,98,OP12QR,1732401.94,268110003
9125085807,Njeri,85803292,Asset Finance,KES,2023-05-14,2022-12-16,11.76,58930334.7,63421107.01,7871287.82,26,WX56YZ,2894661.3,268110000
4271723470,Odhiambo,19496623,Retail,KES,2021-09-26,2023-05-07,14.34,85511825.69,75453521.11,3845352.17,357,IJ56KL,1891483.3,268110001
8995867431,Achieng,85208401,Term Loan,KES,2023-03-17,2023-03-27,10.97,24246689.86,79615600.14,2956744.21,285,QR90ST,3349195.39,268110003
3405990789,Muthoni,52262867,Asset Finance,KES,2021-06-29,2023-03-12,10.53,64922913.49,94844487.86,2655053.12,337,OP12QR,1563190.6,268110001
7363762513,Njeri,59880374,Asset Finance,KES,2023-06-22,2023-02-04,13.99,111013500.5,76685614.82,8987071.38,194,CD56EF,1818938.1,268110005
3290049507,Muthoni,78485291,Retail,KES,2023-01-26,2023-07-12,10.51,114912480.4,30205208.46,2987451.51,317,OP12QR,95537.49,268110005
3091128911,Mwangi,53976024,Asset Finance,KES,2021-07-17,2023-07-20,15.95,16533952.61,90294037.25,2197481.33,148,EF90GH,3368899.93,268110056
3118621553,Achieng,41443489,Term Loan,KES,2022-10-22,2023-06-02,15.47,25934264.63,85578868.99,9793779.26,342,EF90GH,2510808.81,268110001
5239189580,Ochieng,5262322,Term Loan,KES,2023-08-28,2023-05-13,10.42,114914265.1,17285538.13,6853326.05,189,EF34GH,3191485.19,268110001
7156552138,Ochieng,42348603,Corporate,KES,2022-10-11,2023-05-25,15.15,113646717.9,33453057.89,2567233.02,135,CD56EF,102329.33,268110002
9253958189,Kamau,96958963,Asset Finance,KES,2022-08-20,2023-08-16,12.06,88967860.25,16110837.36,5122500.35,236,OP12QR,3236630.12,268110056
5819622137,Wanjiku,11261380,Corporate,KES,2023-08-03,2023-05-04,10.89,112906026.2,73687288.73,8586098.39,89,AB12CD,1618380.48,268110000
3265579148,Mwangi,103331903,Corporate,KES,2023-02-12,2023-02-15,10.54,95277325.75,1347980.61,4372641.39,317,MN78OP,1294671.36,268110004
3841955719,Wanjiku,93596234,Corporate,KES,2021-06-10,2023-07-25,11.36,31200202.27,54380174.99,6597514.47,114,AB78CD,1253855.34,268110002
1067940216,Odhiambo,108997672,Retail,KES,2023-08-06,2023-08-14,14.15,15914747.09,43046766.85,235999.7,162,MN78OP,2118422.6,268110005
2829851105,Njeri,46931746,Corporate,KES,2022-07-26,2023-02-21,13.79,105514199,18159820.67,8424413.35,321,OP12QR,3195743.59,268110000
4361546990,Mwangi,64375605,Corporate,KES,2021-03-26,2023-06-08,11.76,103988897.5,77027846.4,5342520.73,44,EF34GH,2426044.65,268110003
4453216088,Auma,110000862,Corporate,KES,2023-01-16,2023-04-28,11.28,87776760.42,2325130.07,5033835.93,352,WX56YZ,3499391.04,268110005
5405838364,Wanjiku,38846267,Term Loan,USD,2021-11-06,2023-03-26,11.52,56624982.99,73375572.73,517126.46,155,CD56EF,1386977.86,268110001
4728654556,Muthoni,71202000,Retail,KES,2023-01-16,2023-06-06,11.04,34247279.14,112220320.6,3084663.88,131,CD56EF,2216901.39,268110001
440854207,Wanjiku,54146603,Corporate,USD,2022-04-19,2023-07-18,10.13,7468313.71,46561711.22,2227125.81,71,EF34GH,1059253.95,268110004
7575320573,Wanjiku,49512194,Corporate,KES,2021-10-31,2023-08-28,10.84,79169491.56,88077956.16,7787691.31,249,OP12QR,1138317.12,268110001
3637043043,Ochieng,105984613,Retail,USD,2023-06-20,2023-08-08,10.21,79869716.86,95306882.42,4969189.1,167,WX56YZ,749274.6,268110002
7302580238,Achieng,31303814,Asset Finance,USD,2023-08-26,2023-01-04,13.93,82395880.68,114038267,4511067.76,64,WX56YZ,3135639.57,268110003
7561499537,Auma,34756306,Corporate,KES,2022-07-19,2023-02-07,10.72,96164025.44,65892571.59,9611919.72,15,AB78CD,2871860.05,268110003
9053999707,Muthoni,13176739,Retail,KES,2021-09-22,2023-06-08,10.47,115434546.1,32036471.05,6578806.41,198,EF34GH,1229001.45,268110005
8867819414,Auma,2464706,Corporate,KES,2023-03-11,2023-04-22,15.43,87994197,46299032.23,9873999.64,186,WX56YZ,730857.85,268110003
9489446163,Omondi,87344988,Corporate,KES,2021-09-24,2023-05-26,9.76,19755731.3,90582727.6,3337205.75,295,CD56EF,365560.23,268110056
5909523425,Muthoni,102011315,Retail,KES,2023-07-20,2023-01-15,12.26,68887664.12,115143466,9084566.89,37,WX56YZ,1917930.73,268110003
7347923317,Wanjiku,46381819,Asset Finance,KES,2023-02-24,2023-08-03,10.29,60339978.9,90033350.82,5490641.23,272,MN78OP,1434986.24,268110056
8419192733,Kamau,57307583,Asset Finance,KES,2021-09-23,2023-07-13,11.65,9075993.82,3103872.04,3765812.05,9,CD56EF,1374165.2,268110056
9370984637,Njeri,59827368,Asset Finance,KES,2021-02-12,2023-03-10,9.45,62537613.25,93636014.3,1098601.32,347,OP12QR,3402758.73,268110000
2828731732,Achieng,46208456,Asset Finance,KES,2022-08-18,2023-01-24,13.88,52354721.41,55946176.21,1447772.45,88,OP12QR,2483030.03,268110005
2447240157,Ochieng,2750065,Term Loan,KES,2022-12-02,2023-04-28,15.48,52420711.63,9294911.6,9180867.05,249,WX56YZ,2892600.34,268110004
3504483093,Ochieng,66927585,Retail,KES,2021-02-24,2023-09-03,9.08,37950252.53,73095906.57,7756310.83,127,OP12QR,594148.01,268110001
7187757910,Njeri,86355488,Retail,KES,2022-05-24,2023-06-27,12.16,18975278.75,73577677.77,2659977.11,285,OP12QR,3351938.74,268110001
3017877803,Wanjiku,106312838,Corporate,KES,2021-11-15,2023-03-17,10.22,102814335.6,2001180.81,7629063.34,118,OP12QR,3033369.8,268110001
7919030014,Ochieng,110149177,Corporate,KES,2022-08-23,2023-08-09,10.62,31495869.46,82168008.99,3429233.46,33,WX56YZ,2943305.85,268110000
8245307937,Mwangi,12805580,Corporate,KES,2022-01-15,2023-07-18,15.19,17962329.36,14581992.46,4164352.3,67,OP12QR,3139168.68,268110004
6142932418,Mwangi,24069466,Retail,KES,2022-11-25,2023-08-08,14.04,110003110.3,81715527.42,5376341.34,153,OP12QR,675899.12,268110056
9893869352,Achieng,20962636,Asset Finance,USD,2021-12-14,2023-05-19,13.65,54839334.42,118315110.4,551973.22,169,WX56YZ,240805.11,268110001
1975911390,Auma,110941869,Asset Finance,USD,2023-08-19,2023-09-11,14.63,108186296.3,25848887.74,7688568.7,113,WX56YZ,83644.62,268110000
8021681020,Wanjiku,21563719,Retail,KES,2023-01-03,2023-02-10,11.46,68130349.45,20929785.04,5266287.5,86,AB78CD,1890363.21,268110001
6727059065,Achieng,49900132,Retail,KES,2022-08-27,2023-05-23,10.36,118996916.1,36596516.52,1364257.34,87,KL90MN,1531787.36,268110002
902884838,Kamau,29517425,Retail,KES,2021-11-19,2023-04-19,13.38,93065271.96,32640430.84,9882587.69,70,WX56YZ,2076695.86,268110003
3069963796,Achieng,4436288,Term Loan,KES,2022-12-26,2023-06-17,13.63,94580254.63,76395466.72,9957383.73,200,WX56YZ,745561.09,268110003
2750395259,Achieng,52837187,Corporate,KES,2023-03-05,2023-09-10,11.9,94443906.02,9180716.55,1513368.75,282,OP12QR,2475400.19,268110001
7139916949,Kamau,114171111,Term Loan,KES,2021-03-16,2023-04-23,13.59,51045573.74,118071054.4,8763942.83,249,WX56YZ,3243114.26,268110004
866422129,Achieng,14920460,Retail,KES,2022-05-19,2023-02-14,13.26,72777703.67,57989525.36,4865880.05,304,MN78OP,2156381.69,268110056
2536398962,Achieng,5600608,Staff,KES,2021-12-02,2023-05-22,10.92,46463504.83,55551115.32,7212274.93,126,WX56YZ,3311199.53,268110005
555172047,Auma,119645387,Corporate,KES,2021-12-11,2023-03-03,13.1,111384088.2,54948148.31,156994.4,151,WX56YZ,2262187.2,268110005
2159226918,Ochieng,103871410,Asset Finance,KES,2022-12-19,2023-04-26,14.24,88207821.26,80789205.88,5013005.35,140,OP12QR,858457.22,268110001
6942995310,Auma,94263984,Asset Finance,KES,2023-07-14,2023-01-30,9,44362280.15,32229861.95,7427517.07,276,AB12CD,2581144.4,268110056
7815134733,Ochieng,68583080,Staff,KES,2021-07-25,2023-02-23,11.16,10745843.52,11184205.69,7262508.09,189,WX56YZ,2698976.33,268110001
1293286771,Odhiambo,25337840,Term Loan,KES,2021-05-31,2023-05-06,15.16,80443184.99,29873073.77,4089625.25,44,EF34GH,2116426.98,268110000
5022967451,Omondi,46523066,Retail,KES,2021-12-13,2023-06-28,12.13,43852985.96,31660247.99,8815914.37,83,CD56EF,557532.22,268110000
1600397967,Auma,119306483,Asset Finance,KES,2021-06-19,2023-01-22,14.35,17688374.13,7257732.7,5806896.31,161,CD56EF,3487050.42,268110000
8042746644,Auma,67079403,Term Loan,USD,2022-10-19,2023-01-28,9.56,50836692.75,16450392.69,9290635.06,208,MN78OP,1992842.23,268110001
4137300639,Kamau,76861902,Corporate,USD,2022-08-02,2023-08-05,13.55,85445152.45,29136047.59,3097197.35,163,YZ34AB,1549408.38,268110000
6673771469,Omondi,31524538,Corporate,KES,2023-02-09,2023-09-03,11.21,51730038.89,49806855.37,6287647.33,357,WX56YZ,3132697.63,268110002
563438900,Achieng,103923763,Term Loan,KES,2021-01-29,2023-03-15,15.82,67325543.64,111170843.5,9822965.31,115,EF34GH,199551.03,268110005
6690233145,Auma,7711589,Asset Finance,KES,2022-02-03,2023-08-29,11.68,18011176.95,34433629.76,533025.09,167,CD56EF,1638473.34,268110002
8422091390,Wanjiku,37927884,Term Loan,KES,2023-08-22,2023-08-21,10.68,106935872.9,92860102.22,6310717.16,89,AB12CD,1022272.25,268110005
4690072064,Njeri,28333340,Asset Finance,KES,2021-11-29,2023-01-24,15.46,21378878.18,106659256.1,7994851.46,89,OP12QR,2676955.19,268110000
8224795120,Muthoni,46673300,Retail,KES,2023-08-27,2022-12-24,12.64,79397661.17,96901245.97,8893104.79,142,MN78OP,2438811.92,268110056
9180264649,Auma,73223202,Asset Finance,KES,2021-09-11,2023-05-20,11.15,91477606.94,11336382.93,7603318.88,310,WX56YZ,3487514.59,268110004
6033626643,Odhiambo,95949209,Staff,KES,2023-07-16,2023-06-23,12.11,52667345.27,88113845.13,414874.88,289,WX56YZ,2998439.41,268110001
4275981531,Wanjiku,7553992,Retail,KES,2021-09-06,2023-04-04,14.8,85010315.38,92504975.65,2440829.98,177,WX56YZ,567926.04,268110000
9769112165,Njeri,53807472,Retail,KES,2021-04-03,2022-12-13,15.93,53635387.43,25074785.31,3838647.52,221,EF90GH,2888494.92,268110001
5249450008,Ochieng,104296460,Asset Finance,USD,2023-03-30,2023-05-24,12.45,6015609.09,91913168.48,1353156.78,76,WX56YZ,3203982.68,268110000
8373259085,Kamau,23820715,Corporate,KES,2022-06-05,2022-12-20,13.12,59716168.54,89325191.54,8142052.43,61,OP12QR,489014.75,268110002
8244816204,Muthoni,71684863,Retail,USD,2021-12-08,2023-03-16,13.38,103023246.2,79478831.66,9291233.39,34,AB78CD,591084.73,268110000
9709952459,Omondi,39961744,Corporate,KES,2022-07-01,2023-07-28,12.77,75421685.52,47900202.69,4125145.34,104,EF34GH,2793392.35,268110003
7131672787,Mwangi,48323693,Term Loan,KES,2022-05-20,2023-04-07,10.76,35366841.79,106479848.9,3009245.65,57,OP12QR,805536.9,268110000
206009223,Auma,52750142,Corporate,KES,2023-08-10,2023-07-14,15.28,28917015.69,67516901.38,6039888.26,295,WX56YZ,2011222.25,268110005
2124971366,Achieng,71598555,Asset Finance,KES,2023-05-27,2023-02-06,12.22,4836848.83,115293642.8,9536985.33,109,CD56EF,3160225.44,268110005
9315200988,Kamau,74380895,Retail,KES,2021-06-20,2023-01-29,9.17,51913933.38,61264732.84,2753641.33,25,OP12QR,2134820.83,268110000
505144776,Muthoni,17097495,Asset Finance,KES,2022-02-26,2022-12-17,14.01,94726589.71,50702854.28,4868675.49,273,QR90ST,2577798.94,268110003
9159267629,Wanjiku,55506972,Term Loan,KES,2021-04-30,2023-02-06,13.9,24606699.32,93097244.44,6380752.44,354,IJ56KL,2589408.01,268110005
5600959652,Wanjiku,100954145,Corporate,KES,2021-06-02,2023-07-31,11.48,86764023.18,51200460.27,9244322.55,250,CD56EF,208974.2,268110002
5898113746,Odhiambo,58028064,Corporate,KES,2022-06-03,2023-02-19,13.81,1717937.57,10405163.97,8303659.77,234,WX56YZ,561536.75,268110003
7914694907,Auma,43505115,Retail,KES,2022-10-02,2023-04-12,14.11,73258773.61,37086061.31,4192442.53,43,WX56YZ,2063553.08,268110002
7004133446,Njeri,80037054,Corporate,KES,2021-07-06,2023-02-04,14.92,48459274.49,51349934.47,5568578.53,190,EF90GH,1890609.03,268110005
7459099386,Auma,9091103,Term Loan,KES,2022-07-23,2023-01-04,11.7,104612395.1,64896022.74,9549015.63,291,EF34GH,653909.03,268110004
2920118801,Njeri,85783576,Retail,USD,2023-01-22,2023-06-28,9.39,31298580.66,93734325.64,6177977,341,EF34GH,1744002.99,268110000
3106980475,Muthoni,109156241,Corporate,KES,2021-05-14,2023-06-07,15.37,112342844.7,70877008.83,3906379.51,99,OP12QR,1614807.47,268110004
1234523555,Auma,24844795,Asset Finance,KES,2022-06-13,2023-03-31,13.84,2866966.18,45000368.8,2449956.08,242,MN78OP,607703.74,268110056
1276685425,Achieng,51665304,Corporate,USD,2022-03-22,2023-08-31,15.03,45293712.44,44925371.04,8876055.37,233,CD56EF,1062996.31,268110003
5826939814,Odhiambo,43632849,Asset Finance,KES,2023-09-06,2023-07-07,11.43,75669323.45,90749154.47,6899459.28,175,WX56YZ,1094952,268110002
4605074253,Auma,113374829,Corporate,USD,2023-01-07,2023-04-05,11.17,27890069.06,111410962.5,4726849.9,243,OP12QR,2368691.69,268110005
6733216940,Achieng,115246378,Corporate,KES,2021-11-30,2022-12-15,10.67,5287915.37,111864385.3,1463219.98,174,AB78CD,63700.68,268110002
2156042425,Auma,30452137,Retail,KES,2023-04-01,2023-07-25,9.88,6624066.68,107403974.5,3859990.42,326,CD56EF,3490770.33,268110005
4603941920,Wanjiku,58559061,Retail,KES,2022-11-23,2023-03-14,10.27,43425118.34,6483729.73,4565879.5,159,OP12QR,1273571.15,268110004
3189183351,Auma,63833902,Retail,USD,2021-03-07,2023-04-29,15.99,26635520.91,67159068.64,3801881.73,23,OP12QR,2811116.98,268110000
697220345,Achieng,104083406,Corporate,KES,2021-04-01,2023-02-19,15.67,39771253.37,51354861.11,5994004.48,213,WX56YZ,97725.18,268110003
5377619142,Achieng,106018424,Retail,KES,2022-11-21,2023-02-25,15.35,3007541.06,62735452.55,7356924.93,257,WX56YZ,3088040.5,268110005
5629145419,Omondi,47936616,Retail,KES,2021-03-12,2023-06-12,13.6,67045915.75,50153646.24,2302263.19,131,QR90ST,268097.95,268110001
5603822805,Achieng,78966730,Asset Finance,KES,2023-06-06,2023-08-08,14.77,92516835.98,52337620.9,3819690.33,26,EF34GH,3283254.82,268110000
5565298510,Odhiambo,86761104,Staff,KES,2022-09-26,2023-01-13,13.63,3043789.65,42157961.98,911697.75,247,IJ56KL,100729.08,268110004
7027499815,Omondi,43661596,Term Loan,KES,2023-05-03,2023-04-28,9.4,39101612.46,41151231.64,5774185.7,41,OP12QR,1732812.48,268110056
4924988112,Muthoni,108479861,Corporate,KES,2021-11-11,2023-05-07,9.85,64015444.36,55778937.33,9178142.99,256,IJ56KL,3077978.59,268110002
5041937461,Ochieng,20547263,Corporate,KES,2023-08-04,2023-04-11,12.78,110937429.9,68489213.57,9963196.28,68,EF34GH,3271404.57,268110056
1540227793,Kamau,55784004,Corporate,KES,2023-08-29,2022-12-22,11.13,108069624.3,84752667.75,1105634.44,256,OP12QR,2202672.48,268110002
5248677360,Mwangi,40144556,Corporate,KES,2021-03-13,2023-03-01,13.54,105447718,67451089.01,6367540.01,253,CD56EF,381215.51,268110002
3285735457,Auma,29058023,Retail,KES,2022-08-15,2023-05-25,13.06,102040920.1,40568516.45,2371233.94,274,WX56YZ,2231458.04,268110056
6017556328,Muthoni,29483510,Corporate,KES,2022-02-19,2023-02-27,11.58,99503323.58,54351112.15,7683935.45,222,WX56YZ,2679114.72,268110056
5128264861,Muthoni,18574262,Retail,KES,2022-10-07,2023-06-25,9.1,102780427.8,36418155.06,2884533.86,112,EF34GH,1021344.07,268110000
3859101553,Kamau,12952834,Staff,KES,2021-06-28,2023-04-14,9.83,26226598.77,30545239.87,620540.64,243,WX56YZ,1154990.83,268110005
9076922872,Omondi,34850313,Asset Finance,KES,2022-10-26,2023-09-04,9.59,17834749.97,4684914.32,5916737.17,120,CD56EF,1095355.02,268110000
3215312111,Njeri,23641043,Term Loan,KES,2022-08-15,2023-01-15,14.98,101649909,18631571.43,3485269.39,60,MN78OP,2642303.12,268110001
7407868753,Achieng,96958879,Asset Finance,KES,2021-10-25,2023-04-30,14.96,9612768.1,80937394.86,3425768.8,277,OP12QR,1762215.66,268110004
3758076929,Odhiambo,110544477,Asset Finance,KES,2022-12-23,2023-02-23,15.5,82707926.58,110351380.3,3718201.74,166,OP12QR,2607422.23,268110004
4086477689,Mwangi,28763896,Corporate,USD,2021-08-07,2023-04-09,14.7,70469070.23,117000817.7,3895367.08,348,OP12QR,236783.03,268110002
6145237589,Omondi,11716771,Retail,KES,2022-02-18,2023-05-22,15.23,99763527.93,16201378.68,3235341.29,176,MN78OP,846052.41,268110056
4558059882,Kamau,96358748,Corporate,KES,2021-07-30,2023-08-11,10,71697701.38,30583427.5,7125552.28,227,EF34GH,3241891.16,268110001
4961009979,Auma,12853203,Corporate,KES,2023-04-09,2023-07-23,9.55,36354961.96,83758234.29,5850233.3,32,WX56YZ,1521887.6,268110002
8368482601,Wanjiku,89560037,Asset Finance,USD,2023-07-21,2023-02-20,15.92,21436822.83,2933353.06,1557834.72,263,EF34GH,2174790.47,268110005
9280879571,Omondi,14763824,Retail,KES,2022-04-14,2023-05-29,13.72,119167448.6,47213042.85,1553199.55,277,IJ56KL,2265594.65,268110001
4876585720,Muthoni,71748840,Retail,KES,2022-06-28,2023-04-10,15.3,33300865.56,31900348.66,368558.86,52,WX56YZ,3330631.36,268110001
6890018765,Kamau,2368178,Corporate,KES,2023-01-24,2023-07-16,10.35,109984914.5,71896290.1,6944341.98,76,OP12QR,2226950.48,268110056
1596579509,Njeri,78459679,Retail,KES,2023-05-07,2023-04-03,14.13,91131904.41,16059211.83,2638378.96,82,IJ56KL,1758094.37,268110002
774871915,Mwangi,34926709,Term Loan,KES,2023-01-16,2023-01-23,10,93891580.4,56525260.43,8216205.97,3,CD56EF,2570334.28,268110004
8381480443,Kamau,101211278,Staff,KES,2021-07-30,2023-03-25,9.22,70112628.12,90329467.81,7732675.58,219,CD56EF,2109919.58,268110004
5052923744,Auma,14417690,Corporate,KES,2023-04-11,2023-06-04,14.94,62936063,102765883.9,971510.11,173,WX56YZ,2415098.32,268110004
8326962196,Kamau,98065657,Corporate,KES,2021-02-12,2023-06-06,15.89,87977781.7,118094110,4287287.34,318,WX56YZ,2231637.06,268110003
